file,page,question_no,question_text,is_geometry_candidate,expected_geometry_model,actual_geometry_model_types,actual_display_points_text,knowledge_range,dim2_level,status,issue_type,suggested_fix
小升初几何模型.pdf,5,10,"如图所示,S 阴= cm2.",True,等积变形、一半模型,,,,,wrong,dim2_false_negative,几何题未进入 dim2，应补充几何候选门禁或提升题块图像证据稳定性。
小升初几何模型.pdf,5,11,"如图, 中, , ,那么 是 的面积的几 分之几?",True,面积比例关系,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初几何模型.pdf,6,12,"如图,点D、E分别是 的边AB、AC的中点,连接DE,将 沿DE翻折,点A正落在BC边的点F上,若 的面积是34,则 的面积是 .",True,一半模型、等积变形,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初几何模型.pdf,6,13,"如图,三角形ABC的面积为10,AD与BF交于点E,且AE=ED, ,图中阴影部分的面积为 .",True,蝴蝶模型、面积比例关系,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初几何模型.pdf,6,14,"如图:三角形ABC中,D为BC中点,CE=2AE,AB=4BF,连接AD,BE,CF,其两两交点分别为G,H,L,三角 形GHI的面积是25,三角形ABC的面积为( ). A、251 B、252 C、253 D、254",True,燕尾模型、面积比例关系,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初几何模型.pdf,7,15,"A、31 B、32 C、33 D、34 在下面△ABC中,BF=3AF,BD=3DC,BE=ED,△BEF的面积是9,求△ABC的面积.( )",True,燕尾模型、面积比例关系,,,,,wrong,dim2_false_negative,几何题未进入 dim2，应补充几何候选门禁或提升题块图像证据稳定性。
小升初几何模型.pdf,7,16,"A、20 B、30 C、40 D、50 如图,三角形ABC被分成7块面积相等的小三角形,其中AC=96厘米,BC=70厘米,则GI的长度为( ).",True,面积比例关系、相似模型,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初几何模型.pdf,8,17,"如图,在 中,已知 、 、 分别为 、 、 的中点,且 的面积为50平方厘米,则阴影部 分的面积为 平方厘米.",True,一半模型,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初几何模型.pdf,8,18,"如图,正方形ABCD和正方形ECGF并排放置,BF与CD相交于点H,已知AB=4 cm,求阴影部分的面积.",True,蝴蝶模型、等积变形,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初几何模型.pdf,9,19,"图中的两个正方形边长分别是10和14厘米,则阴影部分面积是多少平方厘米?",True,等积变形、割补法,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初几何模型.pdf,9,20,"如图,正方形ABCD的面积为1, , , 与 相交于 点, 与 相交于 点,那么阴 影三角形 的面积是 .",True,面积比例关系、蝴蝶模型,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初几何模型.pdf,10,21,"如图,四边形 和四边形 都是正方形, , ,求阴影部分面积.(π取3)",True,圆与扇形割补、组合图形面积,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初几何模型.pdf,10,22,"如图,在△ABC 中,BD ..DC =1..2,E 是AD 的中点,若△ABC 的面积是120,那么阴影部分面积为 .",True,面积比例关系、燕尾模型,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初几何模型.pdf,11,23,"A、 B、4..1 C、5..1 D、15..1 点是长方形宽的中点, 点是长方形长的 处,则空白部分与阴影部分面积的比是( ). 161",True,一半模型、面积比例关系,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初几何模型.pdf,11,24,"如图,三角形ABC面积为60,点E是AB中点,点D是AC三等分点,即AD=2CD,则阴影部分的面积为( ). A、14 B、15 C、16 D、17",True,一半模型、面积比例关系,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初几何模型.pdf,11,25,"如图,面积为12平方厘米的正方形 中, 、 是 边上的三等分点,则阴影部分的面积为 .",True,面积比例关系、等积变形,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初几何模型.pdf,12,26,"如图,在长方形 中, 是 的中点, 是 的中点, 是 上靠近 的三等分点,如果 厘米, 厘米,则三角形 的面积为 .",True,面积比例关系、一半模型,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初平面几何.pdf,1,1,"把一个面积为12.56平方厘米的圆形纸片,剪拼成一个近似的长方形,这个长方形的宽是 厘米,周长是 厘米.",True,圆与扇形公式、图形变换,circle_sector_formula,圆的面积,K3 / 校内六年级,L2,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初平面几何.pdf,1,2,"已知某个台阶的宽度和高度如图所示,现在要在台阶上铺满地毯,则需要地毯的长度是 米.",True,线段转化,,,,,wrong,dim2_false_negative,几何题未进入 dim2，应补充几何候选门禁或提升题块图像证据稳定性。
小升初平面几何.pdf,2,3,"如图,路线1是以AB为直径的半圆,路线2是四个半圆组成的曲线,一只蚂蚁要从A爬到B,则沿路线1和沿路线2所 走的路程( ). A、路线1少 B、路线2少 C、路线1和路线2一样 D、无法确定",True,圆与扇形公式、线段转化,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初平面几何.pdf,2,4,"已知组成网格的小正方形的面积是1,则正方形ACDE的面积S1= ,正方形BCFG的面积S2= ,正 方形ABHI的面积S3= ,由此发现S1、S2、S3三者关系是 .",True,格点与割补、图形变换,,,,,wrong,dim2_false_negative,几何题未进入 dim2，应补充几何候选门禁或提升题块图像证据稳定性。
小升初平面几何.pdf,3,5,请将下面等边三角形按要求分割成若干个形状和大小都一样的三角形。 (1)分成2个 (2)分成3个 (3)分成4个 (4)分成6个,True,图形变换,,,,,wrong,dim2_false_negative,几何题未进入 dim2，应补充几何候选门禁或提升题块图像证据稳定性。
小升初平面几何.pdf,3,6,图中阴影部分的面积为 平方厘米.(π取3.14),True,圆与扇形割补,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初平面几何.pdf,4,7,"图中的数字分别表示两个长方形和一个直角三角形的面积,另一个三角形的面积是 .",True,等积变形、面积比例关系,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初平面几何.pdf,4,8,"已知两个正方形的边长分别为4分米和6分米,则图中阴影部分的面积是 平方分米.",True,等积变形、一半模型,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初平面几何.pdf,5,10,"如下图,圆周长是12.56厘米,则阴影部分的面积是 平方厘米.(π取3.14)",True,圆与扇形割补,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初平面几何.pdf,5,11,"(2024 HPGF)如图,平行四边形ABCD的边BC长10厘米,直角三角形BCE的直角边EC长8厘米,已知阴影部分的总 面积比三角形EFG的面积大10平方厘米,CF的长度是 厘米.",True,等积变形、割补法,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初平面几何.pdf,6,12,"三角形ABC是直角三角形,阴影I的面积比阴影II的面积小25平方厘米, 厘米,求BC的长度.",True,圆与扇形割补,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初平面几何.pdf,6,13,"如图,边长为14厘米的正方形中有一块阴影部分,阴影部分的面积是110平方厘米,求 是多少厘米?",True,面积反求边长、割补法,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初平面几何.pdf,7,14,"(2024 THSS)房间里地面是长方形形状,是由九个不同的正方形地砖拼接铺成,其中最小的地砖边长是1,求这个 房间的地面面积.",True,面积比例关系、组合图形面积,,,,,wrong,dim2_false_negative,几何题未进入 dim2，应补充几何候选门禁或提升题块图像证据稳定性。
小升初平面几何.pdf,7,15,(2024GDFZ)计算图中阴影部分的面积.,True,圆与扇形割补,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初平面几何.pdf,8,16,"如图,3个半径为1的圆弧围出了一个区域ABCD.其中,弧AB、AD都是四分之一圆,弧BCD是半个圆.那么,这个 区域的面积为 .",True,圆与扇形割补,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初平面几何.pdf,8,17,"(2024 JGF)如图,阴影部分的小正六角星形面积是16平方厘米,大正六角星形面积是多少平方厘米?",True,相似模型,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初平面几何.pdf,9,18,"(2024 PYHF)如图,一枚半径为1cm的游戏币在边长为6cm的正方形区域内任意移动.在正方形区域内游戏币不 能到达的部分的面积是多少平方厘米?",True,圆与扇形割补,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初平面几何.pdf,10,20,"长方形草地ABCD 被分为面积相等的甲、乙、丙和丁四份(如图),其中图形甲的长和宽的比是 ,其 中图形乙的长和宽的比为 : .",True,面积比例关系、组合图形面积,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初平面几何.pdf,10,21,"在一圆中取最大正方形,此圆直径为4,求 . 阴",True,圆与扇形割补,,,,,wrong,dim2_false_negative,几何题未进入 dim2，应补充几何候选门禁或提升题块图像证据稳定性。
小升初平面几何.pdf,11,23,"如图,长方形 中, , ,点P 与点Q 分别在线段AB 、CB 上运动.点P 与点Q 同时出发,点 P 以每秒2个单位长度的速度从点A →点B →点C 运动,点Q 以每秒1个单位长度的速度从点B →点C 运动.当其中 一个点到达终点C 时,另一个点也随之停止运动.(设运动时间为t秒) (1)如果存在一个时刻恰好使 ,求出此时t的值; (2)在(1)的条件下,求四边形 的面积.",True,面积比例关系、dynamic_geometry,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初平面几何.pdf,12,24,"一个三角形三个内角的比是3:3:6,且最短边长为10厘米,则它的面积是 平方厘米.",True,三角形角度追踪、基本面积公式,,,,,wrong,dim2_false_negative,几何题未进入 dim2，应补充几何候选门禁或提升题块图像证据稳定性。
小升初平面几何.pdf,12,25,"如图所示,三个正方形的面积已经标出,则中间的三角形面积为 .",True,基本面积公式、图形变换,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初平面几何.pdf,12,26,"如图,三角形ABC,三角形ADE,三角形EFG均为正三角形,D、G分别为线段AC、AE的中点,线段AB 长为8.则 多边形ABCDEFG的周长为 .",True,线段转化、图形变换,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
小升初平面几何.pdf,13,27,"如图,在边长为6厘米的正方形ABCD中,以AB为底边作腰长为5厘米的等腰三角形PAB,则三角形PBD的面积等于 平方厘米.",True,等积变形、基本面积公式,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,wrong,model_overridden_by_broad_label,具体几何模型应作为 primary；composite_area_model 只应作为 supporting/background。
小升初平面几何.pdf,15,29,"如图,正方形边长为2厘米,以圆孤为分界线的甲、乙两部分面积的差(大的减去小的)是多少平方厘米?(π取 3.14)",True,圆与扇形割补,circle_sector_cut_fill、composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,组合图形面积可作为背景，但展示层应优先显示更具体的模型或方法。
小升初平面几何.pdf,15,30,"凹四边形ABCD的各边长度如图所示,已知 ,那么凹四边形的面积为 .(其中 , )",True,割补法、基本面积公式,composite_area_model,一般的组合图形面积计算,K2 / 校内五年级,L3,suspicious,display_inaccurate,实际输出只命中泛化公式/组合图形，缺少更具体的几何子类型展示。
